Car_Name,Year,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Selling_Price
Ford Figo,2006,13.08,51679,Diesel,Individual,Manual,3,2.35
Hyundai i20,2014,8.6,32242,Diesel,Individual,Automatic,2,4.73
Tata Nexon,2005,17.58,43965,CNG,Dealer,Automatic,1,4.04
Honda City,2007,4.48,117054,CNG,Individual,Manual,0,1.08
Hyundai Verna,2010,15.93,97434,Diesel,Individual,Automatic,3,6.62
Tata Nexon,2015,4.92,176430,Petrol,Individual,Automatic,3,2.24
Toyota Corolla,2022,11.88,65323,Diesel,Dealer,Automatic,1,8.06
Maruti Alto,2016,2.55,9496,Diesel,Individual,Manual,0,0.65
Toyota Corolla,2016,17.35,41529,Diesel,Individual,Manual,3,5.87
Hyundai Verna,2006,15.57,35732,CNG,Dealer,Automatic,0,5.14
Maruti Alto,2016,3.45,32789,CNG,Dealer,Automatic,1,0.83
Honda City,2009,3.88,25202,Petrol,Individual,Manual,1,1.24
Maruti Swift,2021,14.72,83514,Diesel,Individual,Automatic,3,10.3
Hyundai Verna,2014,4.45,20728,CNG,Dealer,Manual,1,0.95
Ford Figo,2019,12.2,72647,CNG,Individual,Manual,3,8.91
Honda City,2007,11.63,37802,CNG,Dealer,Automatic,0,2.46
Hyundai Verna,2022,13.09,25239,CNG,Individual,Automatic,2,8.51
Hyundai i20,2017,5.38,102380,CNG,Individual,Manual,2,1.55
Hyundai i20,2016,13.06,92941,Petrol,Dealer,Automatic,1,6.2
Kia Seltos,2011,12.95,86033,Petrol,Dealer,Manual,1,3.65
Maruti Swift,2023,3.29,131827,Petrol,Dealer,Automatic,0,2.76
Honda City,2016,15.65,109369,CNG,Dealer,Automatic,3,8.75
Hyundai Verna,2008,8.3,199367,CNG,Dealer,Manual,0,2.82
Hyundai i20,2020,12.76,14806,Diesel,Dealer,Manual,3,3.9
Honda City,2012,17.98,183640,CNG,Dealer,Manual,2,6.54
Kia Seltos,2015,7.59,168439,Diesel,Dealer,Automatic,1,2.36
Ford Figo,2007,19.27,153609,CNG,Individual,Manual,0,3.64
Ford Figo,2022,17.68,27850,Diesel,Dealer,Automatic,2,6.68
Tata Nexon,2010,3.69,156129,Diesel,Individual,Manual,0,0.87
Ford Figo,2013,19.76,72115,Diesel,Dealer,Manual,3,4.29
Kia Seltos,2017,9.66,167446,CNG,Dealer,Automatic,2,4.64
Maruti Swift,2015,9.04,183834,Diesel,Individual,Automatic,0,4.44
Kia Seltos,2012,14.75,152010,Petrol,Dealer,Manual,2,4.96
Mahindra XUV500,2017,17.44,63471,Diesel,Individual,Manual,2,7.98
Maruti Alto,2019,4.41,52257,CNG,Dealer,Automatic,3,1.57
Maruti Swift,2007,8.05,163431,Diesel,Dealer,Automatic,0,1.84
Hyundai Verna,2022,5.23,128199,Petrol,Dealer,Automatic,0,4.39
Maruti Swift,2006,18.89,99763,Diesel,Individual,Manual,0,3.71
Hyundai i20,2018,7.22,171641,Petrol,Dealer,Manual,0,2.75
Hyundai i20,2014,17.79,123337,Diesel,Dealer,Automatic,1,9.94
Mahindra XUV500,2018,8.49,82831,Petrol,Dealer,Automatic,3,4.1
Kia Seltos,2010,19.4,119500,Diesel,Individual,Manual,1,3.9
Honda City,2009,8.17,197507,CNG,Individual,Manual,1,3.77
Honda City,2020,17.63,34781,CNG,Individual,Automatic,0,13.85
Mahindra XUV500,2019,13.68,156618,Petrol,Dealer,Manual,1,6.42
Maruti Alto,2010,13.02,61659,Diesel,Dealer,Manual,0,3.94
Maruti Alto,2005,7.78,85469,CNG,Dealer,Automatic,3,1.83
Maruti Alto,2016,16.99,116633,CNG,Individual,Manual,1,7.43
Hyundai Verna,2010,12.17,47639,CNG,Individual,Automatic,2,5.7
Hyundai Verna,2014,14.79,31011,Petrol,Dealer,Manual,0,6.93
Hyundai Verna,2008,11.19,168532,CNG,Dealer,Automatic,0,4.08
Hyundai i20,2011,6.4,124178,CNG,Individual,Manual,1,3.18
Mahindra XUV500,2016,19.43,126620,Diesel,Individual,Manual,2,11.36
Hyundai Verna,2014,7.18,177669,Diesel,Individual,Automatic,1,1.52
Hyundai Verna,2006,2.77,45206,Diesel,Individual,Automatic,1,1.12
Hyundai Verna,2012,12.23,107593,Petrol,Individual,Manual,3,2.95
Honda City,2010,9.55,88394,CNG,Dealer,Automatic,1,1.99
Hyundai i20,2021,4.57,156239,Diesel,Individual,Manual,2,1.76
Maruti Swift,2005,10.15,169860,CNG,Dealer,Manual,0,2.81
Toyota Corolla,2009,19.71,171320,CNG,Individual,Manual,1,7.5
Honda City,2014,5.89,69291,CNG,Individual,Automatic,0,1.92
Ford Figo,2005,13.67,156874,Petrol,Dealer,Automatic,0,2.14
Tata Nexon,2013,18.16,29320,Petrol,Individual,Automatic,1,6.5
Maruti Alto,2005,9.74,132537,CNG,Dealer,Manual,3,2.2
Maruti Alto,2019,16.65,52135,Diesel,Dealer,Manual,0,5.24
Toyota Corolla,2016,10.97,165957,CNG,Dealer,Manual,2,7.14
Toyota Corolla,2005,11.88,140789,CNG,Dealer,Manual,2,1.88
Hyundai i20,2005,8.23,62609,Petrol,Dealer,Automatic,2,2.08
Hyundai Verna,2016,14.89,175898,Diesel,Individual,Automatic,3,6.88
Kia Seltos,2011,6.88,56872,CNG,Individual,Automatic,0,2.73
Ford Figo,2014,5.4,58957,CNG,Individual,Automatic,3,2.1
Hyundai i20,2015,13.4,164198,Diesel,Individual,Manual,2,5.13
Mahindra XUV500,2019,5.43,13849,CNG,Individual,Automatic,2,3.06
Hyundai i20,2016,9.47,35054,Petrol,Individual,Automatic,1,3.7
Maruti Swift,2011,14.0,102508,Petrol,Individual,Manual,0,4.19
Toyota Corolla,2015,6.24,153758,Diesel,Dealer,Manual,3,2.14
Maruti Alto,2021,6.31,152051,Diesel,Dealer,Automatic,3,2.82
Tata Nexon,2011,5.95,134481,Diesel,Dealer,Automatic,3,1.35
Kia Seltos,2010,13.03,159971,Diesel,Dealer,Manual,2,2.35
Maruti Swift,2005,18.45,79544,Petrol,Individual,Manual,0,3.99
Hyundai Verna,2007,10.72,113810,CNG,Individual,Automatic,2,3.95
Tata Nexon,2007,12.24,87096,Diesel,Dealer,Automatic,2,4.31
Maruti Swift,2020,17.35,36827,Diesel,Dealer,Manual,1,5.02
Maruti Alto,2009,4.34,89635,CNG,Individual,Manual,1,0.84
Ford Figo,2022,19.82,185418,Petrol,Individual,Manual,0,6.13
Kia Seltos,2007,7.12,185334,CNG,Individual,Automatic,1,2.98
Toyota Corolla,2019,4.6,88711,Petrol,Individual,Automatic,0,2.4
Ford Figo,2023,10.86,133477,Diesel,Individual,Automatic,1,3.74
Maruti Swift,2007,8.68,68537,CNG,Dealer,Manual,0,3.76
Toyota Corolla,2011,2.73,61658,Diesel,Individual,Manual,3,0.6
Hyundai i20,2023,15.83,139722,Diesel,Individual,Automatic,1,12.42
Ford Figo,2009,6.33,100327,Diesel,Individual,Manual,3,1.44
Hyundai i20,2018,5.37,85516,CNG,Dealer,Manual,3,3.64
Tata Nexon,2012,2.79,125808,Petrol,Individual,Manual,3,1.24
Mahindra XUV500,2016,7.15,149258,Petrol,Individual,Automatic,1,2.12
Hyundai Verna,2018,11.39,18934,Diesel,Individual,Automatic,0,3.08
Hyundai i20,2018,5.89,54663,Diesel,Dealer,Automatic,3,2.95
Toyota Corolla,2006,13.81,34119,Petrol,Dealer,Manual,0,4.1
Ford Figo,2007,11.81,77210,Petrol,Individual,Automatic,3,2.09
Mahindra XUV500,2020,6.1,58366,Diesel,Individual,Automatic,0,1.91
Maruti Alto,2020,15.43,185338,Petrol,Dealer,Automatic,0,5.43
Ford Figo,2019,4.98,8338,CNG,Individual,Automatic,2,1.32
Toyota Corolla,2007,5.49,7551,CNG,Individual,Automatic,0,1.6
Hyundai i20,2020,4.41,9558,CNG,Individual,Manual,1,2.92
Ford Figo,2008,7.83,197986,Diesel,Individual,Automatic,2,3.64
Kia Seltos,2020,6.94,125258,Petrol,Individual,Automatic,2,5.1
Honda City,2020,4.47,184774,CNG,Dealer,Manual,3,3.2
Toyota Corolla,2016,11.21,69059,CNG,Individual,Automatic,1,6.36
Maruti Alto,2017,13.68,76807,CNG,Individual,Manual,2,9.15
Maruti Alto,2015,9.34,114391,Diesel,Individual,Manual,0,4.42
Tata Nexon,2008,10.09,124282,CNG,Individual,Automatic,0,4.63
Hyundai i20,2009,10.66,44381,CNG,Individual,Manual,2,3.47
Maruti Swift,2014,2.77,15735,Petrol,Individual,Manual,0,1.15
Mahindra XUV500,2018,8.66,5168,Petrol,Individual,Manual,2,5.87
Hyundai i20,2022,5.21,27545,CNG,Individual,Manual,1,2.74
Hyundai i20,2014,6.33,129040,Diesel,Dealer,Automatic,3,2.39
Honda City,2013,18.6,161510,Diesel,Dealer,Automatic,2,9.75
Kia Seltos,2011,6.88,114133,CNG,Dealer,Automatic,2,1.47
Mahindra XUV500,2019,12.05,103557,Diesel,Dealer,Manual,3,7.34
Mahindra XUV500,2016,10.7,117110,Diesel,Individual,Automatic,3,2.57
Maruti Alto,2005,19.26,115341,Petrol,Dealer,Automatic,1,5.37
Maruti Swift,2009,13.37,153261,Diesel,Dealer,Automatic,1,3.98
Hyundai i20,2019,16.63,140792,Diesel,Dealer,Manual,0,6.53
Kia Seltos,2015,12.9,81172,CNG,Individual,Automatic,0,3.51
Honda City,2021,15.44,18898,CNG,Dealer,Manual,3,5.37
Honda City,2014,13.49,193518,Petrol,Individual,Manual,0,3.21
Tata Nexon,2008,11.6,69803,Petrol,Dealer,Automatic,0,4.82
Mahindra XUV500,2017,3.47,36932,Diesel,Individual,Automatic,1,2.17
Honda City,2013,16.88,183604,Diesel,Dealer,Automatic,1,7.71
Ford Figo,2009,16.82,177350,Petrol,Dealer,Manual,3,5.44
Hyundai i20,2008,19.28,134227,Diesel,Individual,Automatic,3,7.2
Hyundai Verna,2019,9.8,116367,Petrol,Dealer,Automatic,3,3.1
Tata Nexon,2005,12.66,13934,CNG,Individual,Manual,2,4.78
Honda City,2019,7.35,46501,Diesel,Dealer,Automatic,3,3.8
Ford Figo,2009,8.66,193536,CNG,Individual,Automatic,1,2.22
Mahindra XUV500,2017,3.69,174118,Diesel,Individual,Automatic,1,1.88
Honda City,2021,7.04,187915,Diesel,Individual,Automatic,0,2.09
Toyota Corolla,2012,4.19,32845,Diesel,Individual,Automatic,1,2.38
Ford Figo,2008,18.25,50612,CNG,Individual,Automatic,0,3.2
Tata Nexon,2008,3.15,24105,Diesel,Individual,Manual,1,0.81
Ford Figo,2017,4.83,172089,CNG,Dealer,Manual,2,2.27
Hyundai i20,2012,6.02,47490,Diesel,Dealer,Manual,0,2.61
Mahindra XUV500,2011,3.08,41847,Petrol,Individual,Automatic,0,0.95
Mahindra XUV500,2020,5.83,59388,CNG,Individual,Automatic,2,3.44
Mahindra XUV500,2009,16.53,120049,Diesel,Individual,Manual,0,3.42
Ford Figo,2014,4.27,135734,Petrol,Dealer,Automatic,0,1.3
Toyota Corolla,2013,9.33,98822,Petrol,Dealer,Automatic,0,3.88
Ford Figo,2021,18.81,136084,Diesel,Individual,Manual,0,11.12
Mahindra XUV500,2005,3.06,115468,Diesel,Dealer,Automatic,0,0.5
Kia Seltos,2015,18.67,178889,Petrol,Dealer,Automatic,0,10.68
Maruti Swift,2006,8.55,23550,Diesel,Dealer,Automatic,1,1.82
Toyota Corolla,2008,3.12,138065,Petrol,Individual,Automatic,3,0.78
Hyundai Verna,2005,18.8,11908,Petrol,Individual,Manual,3,2.68
Kia Seltos,2009,10.02,116891,CNG,Dealer,Manual,3,2.04
Maruti Swift,2016,8.66,94948,Diesel,Dealer,Manual,1,2.34
Hyundai i20,2012,9.73,145566,CNG,Dealer,Manual,1,4.9
Toyota Corolla,2006,4.72,52341,Diesel,Dealer,Automatic,2,1.44
Mahindra XUV500,2014,4.77,109285,Diesel,Dealer,Manual,0,1.5
Mahindra XUV500,2011,11.16,197733,Diesel,Dealer,Automatic,2,5.89
Hyundai Verna,2014,17.71,69017,CNG,Individual,Automatic,0,4.12
Honda City,2020,7.4,58360,Petrol,Dealer,Automatic,1,2.43
Maruti Swift,2006,19.61,188066,Diesel,Individual,Manual,0,5.41
Hyundai Verna,2013,7.36,105709,Diesel,Dealer,Manual,2,4.01
Honda City,2020,2.83,105293,Diesel,Individual,Manual,1,1.05
Maruti Alto,2018,11.82,178120,Diesel,Dealer,Automatic,0,8.2
Maruti Swift,2013,16.68,159916,Petrol,Dealer,Automatic,3,9.16
Kia Seltos,2008,12.18,194083,CNG,Individual,Automatic,3,4.08
Ford Figo,2021,7.05,104953,Diesel,Dealer,Manual,0,3.01
Maruti Alto,2007,19.98,147292,Diesel,Individual,Automatic,0,6.55
Maruti Alto,2013,14.04,176188,CNG,Dealer,Manual,2,6.03
Maruti Alto,2013,17.33,121341,Diesel,Dealer,Automatic,0,6.73
Kia Seltos,2020,13.66,150911,Petrol,Individual,Manual,0,5.6
Tata Nexon,2022,8.0,21788,Diesel,Dealer,Automatic,2,3.43
Honda City,2009,6.48,50742,Petrol,Dealer,Manual,0,2.47
Ford Figo,2021,17.56,157014,Diesel,Dealer,Manual,0,13.92
Mahindra XUV500,2013,2.78,97624,CNG,Dealer,Manual,2,0.68
Hyundai Verna,2019,4.48,25303,Petrol,Dealer,Automatic,2,3.04
Hyundai Verna,2007,13.73,79208,Petrol,Dealer,Automatic,2,3.37
Honda City,2016,10.74,82086,CNG,Dealer,Manual,2,2.67
Kia Seltos,2023,2.95,164655,Petrol,Individual,Automatic,1,1.51
Kia Seltos,2006,14.0,44341,Diesel,Dealer,Manual,1,4.12
Mahindra XUV500,2022,15.34,146287,CNG,Dealer,Manual,3,10.03
Maruti Alto,2019,8.05,56124,CNG,Individual,Manual,2,3.05
Maruti Alto,2012,10.48,35255,CNG,Dealer,Automatic,3,3.47
Toyota Corolla,2022,11.35,99973,CNG,Individual,Manual,3,8.23
Ford Figo,2023,16.99,37841,CNG,Dealer,Automatic,1,10.93
Toyota Corolla,2015,7.99,26366,Diesel,Individual,Manual,3,3.96
Tata Nexon,2010,17.84,9066,Petrol,Dealer,Automatic,2,7.86
Mahindra XUV500,2008,4.71,13932,Diesel,Dealer,Manual,0,0.93
Maruti Alto,2017,18.32,97895,Petrol,Individual,Manual,2,5.38
Hyundai Verna,2023,13.15,33251,CNG,Dealer,Manual,2,11.1
Kia Seltos,2019,15.46,119213,Diesel,Individual,Manual,1,9.65
Honda City,2021,3.97,7040,CNG,Individual,Automatic,3,1.78
Kia Seltos,2021,15.14,78216,Petrol,Dealer,Automatic,3,6.95
Honda City,2021,18.2,156998,CNG,Individual,Automatic,2,8.79
Kia Seltos,2009,3.23,197577,CNG,Dealer,Automatic,2,1.15
Toyota Corolla,2015,4.24,79656,Petrol,Dealer,Automatic,2,1.83
Toyota Corolla,2010,7.55,73007,CNG,Dealer,Manual,2,1.68
Maruti Swift,2022,17.18,49263,Petrol,Dealer,Manual,0,9.58
Hyundai i20,2016,6.05,154727,Diesel,Individual,Manual,3,2.19
Hyundai i20,2008,10.28,118315,Diesel,Individual,Manual,1,4.79
Ford Figo,2016,16.56,63311,CNG,Dealer,Automatic,1,7.6
Mahindra XUV500,2019,13.54,139439,CNG,Dealer,Automatic,0,6.45
Hyundai Verna,2015,5.83,151320,CNG,Dealer,Manual,1,1.63
Ford Figo,2012,14.28,74543,Diesel,Dealer,Automatic,1,6.76
Mahindra XUV500,2009,5.98,28255,CNG,Dealer,Manual,3,1.12
Tata Nexon,2011,14.92,15174,Diesel,Individual,Automatic,1,6.21
Hyundai Verna,2021,14.0,52202,Diesel,Dealer,Automatic,3,7.57
Tata Nexon,2016,12.01,82441,Petrol,Dealer,Manual,2,5.04
Maruti Alto,2015,6.83,116375,Petrol,Dealer,Automatic,2,3.47
Mahindra XUV500,2017,14.83,131809,Diesel,Individual,Manual,0,5.56
Tata Nexon,2011,18.07,112218,Petrol,Individual,Automatic,2,6.03
Maruti Swift,2018,9.48,19321,Diesel,Individual,Manual,2,5.3
Kia Seltos,2014,10.33,63015,CNG,Dealer,Manual,0,6.28
Maruti Alto,2015,4.76,146496,Petrol,Dealer,Automatic,0,2.67
Honda City,2016,15.92,149937,Petrol,Dealer,Manual,2,7.52
Toyota Corolla,2022,9.42,193172,Petrol,Individual,Manual,2,4.42
Maruti Swift,2022,15.33,8575,Petrol,Dealer,Manual,3,11.17
Hyundai Verna,2010,7.45,11355,Petrol,Dealer,Manual,2,3.24
Hyundai Verna,2017,4.8,199124,Diesel,Dealer,Manual,0,2.29
Kia Seltos,2005,2.76,147002,CNG,Dealer,Manual,3,0.5
Hyundai i20,2014,16.23,116451,CNG,Dealer,Automatic,2,6.54
Hyundai Verna,2013,19.46,156047,Diesel,Individual,Automatic,3,4.64
Hyundai Verna,2022,7.37,79559,CNG,Dealer,Automatic,0,6.21
Toyota Corolla,2016,15.85,192322,Petrol,Individual,Manual,0,6.49
Hyundai i20,2019,8.97,152627,Petrol,Individual,Automatic,1,5.99
Tata Nexon,2008,12.32,59442,Diesel,Dealer,Manual,1,3.47
Maruti Alto,2021,15.15,153541,Petrol,Dealer,Automatic,2,7.54
Mahindra XUV500,2009,3.14,185616,CNG,Individual,Manual,2,1.23
Mahindra XUV500,2020,12.05,87055,CNG,Dealer,Automatic,3,7.69
Maruti Swift,2022,17.53,197169,Petrol,Dealer,Automatic,0,8.66
Hyundai Verna,2010,11.6,36844,Petrol,Dealer,Automatic,0,2.18
Hyundai i20,2020,5.49,142517,Diesel,Dealer,Automatic,3,1.48
Honda City,2018,19.93,193728,CNG,Individual,Automatic,2,10.43
Maruti Alto,2009,7.58,184574,Petrol,Individual,Automatic,3,2.41
Tata Nexon,2009,5.37,192454,Diesel,Dealer,Automatic,3,1.2
Maruti Alto,2007,19.88,6468,Diesel,Dealer,Manual,0,6.07
Toyota Corolla,2008,3.57,127865,CNG,Dealer,Manual,2,1.27
Hyundai Verna,2016,13.5,55499,Diesel,Individual,Automatic,2,5.34
Toyota Corolla,2013,12.32,173191,CNG,Dealer,Manual,1,2.99
Kia Seltos,2013,5.62,152760,Petrol,Dealer,Automatic,2,2.43
Toyota Corolla,2013,19.42,198269,CNG,Individual,Manual,1,3.92
Maruti Alto,2011,4.1,166198,Petrol,Dealer,Manual,3,2.06
Mahindra XUV500,2007,18.18,18681,Petrol,Individual,Automatic,3,4.42
Mahindra XUV500,2008,6.71,108087,Diesel,Individual,Automatic,2,1.7
Mahindra XUV500,2015,11.79,163696,Petrol,Dealer,Automatic,1,6.92
Maruti Alto,2019,11.08,70677,CNG,Dealer,Automatic,2,3.83
Honda City,2019,15.99,95699,CNG,Individual,Manual,1,7.2
Maruti Alto,2005,5.93,99631,CNG,Dealer,Manual,2,1.27
Hyundai Verna,2013,11.3,8406,CNG,Individual,Manual,2,5.19
Tata Nexon,2006,19.93,189618,Diesel,Individual,Manual,0,7.5
Honda City,2019,11.08,129111,CNG,Dealer,Manual,2,2.99
Maruti Swift,2010,17.74,39510,Petrol,Individual,Manual,0,5.82
Maruti Alto,2015,4.21,147628,Diesel,Dealer,Manual,2,2.47
Maruti Swift,2010,18.35,158838,CNG,Individual,Manual,3,5.85
Ford Figo,2007,5.88,136471,Petrol,Individual,Manual,1,1.63
Hyundai i20,2011,14.55,112282,Petrol,Dealer,Automatic,2,5.65
Honda City,2015,10.66,187528,Petrol,Individual,Manual,0,6.62
Maruti Alto,2007,5.75,159966,CNG,Dealer,Manual,0,1.21
Hyundai Verna,2019,3.92,194864,Petrol,Individual,Manual,1,1.62
Ford Figo,2014,5.62,41811,CNG,Individual,Automatic,1,3.15
Kia Seltos,2011,5.6,82314,Diesel,Individual,Automatic,0,2.03
Kia Seltos,2016,8.61,173250,CNG,Individual,Manual,0,5.69
Mahindra XUV500,2017,5.22,154084,Petrol,Individual,Automatic,2,1.75
Maruti Swift,2022,17.02,75503,Petrol,Dealer,Automatic,1,9.29
Maruti Alto,2008,11.55,170442,Petrol,Individual,Manual,3,3.92
Maruti Swift,2023,9.11,159243,Petrol,Individual,Manual,2,7.26
Tata Nexon,2010,9.87,92742,Diesel,Dealer,Manual,2,2.77
Toyota Corolla,2022,5.76,10701,Diesel,Individual,Automatic,3,3.16
Toyota Corolla,2013,15.16,162533,Diesel,Individual,Automatic,2,3.29
Ford Figo,2021,4.39,116645,Diesel,Individual,Manual,1,2.43
Ford Figo,2021,5.97,153894,Petrol,Dealer,Automatic,0,4.79
Toyota Corolla,2009,16.53,125248,Diesel,Dealer,Automatic,0,6.32
Toyota Corolla,2010,7.77,26069,Petrol,Dealer,Manual,3,1.6
Mahindra XUV500,2009,14.48,103109,Petrol,Individual,Manual,2,2.87
Hyundai i20,2017,14.73,128812,CNG,Individual,Automatic,1,8.82
Mahindra XUV500,2017,4.75,40003,Diesel,Individual,Automatic,3,2.47
Maruti Alto,2007,8.57,180604,CNG,Dealer,Manual,1,3.19
Toyota Corolla,2016,8.45,5417,CNG,Individual,Manual,1,2.46
Ford Figo,2006,6.2,119137,Petrol,Individual,Automatic,1,1.58
Mahindra XUV500,2014,9.27,131000,Petrol,Individual,Automatic,1,2.58
Honda City,2008,10.64,26663,Diesel,Dealer,Automatic,0,2.19
Maruti Swift,2023,11.37,184909,Diesel,Dealer,Automatic,3,6.1
Maruti Alto,2014,9.94,199527,CNG,Dealer,Automatic,2,5.35
Maruti Alto,2022,19.51,34274,Petrol,Individual,Automatic,0,7.16
Maruti Swift,2023,7.01,139976,CNG,Individual,Automatic,0,3.94
Ford Figo,2008,17.69,125651,Diesel,Dealer,Automatic,2,5.11
Ford Figo,2005,12.0,51852,Diesel,Individual,Automatic,0,2.93
Mahindra XUV500,2006,12.93,98649,CNG,Dealer,Automatic,1,2.41
Tata Nexon,2008,4.71,42917,CNG,Individual,Automatic,2,1.24
Maruti Swift,2012,18.58,197069,CNG,Individual,Manual,0,5.9
Ford Figo,2009,13.16,194742,CNG,Dealer,Automatic,0,3.64
Toyota Corolla,2018,9.51,53216,CNG,Individual,Manual,3,6.86
Toyota Corolla,2023,7.07,84482,CNG,Dealer,Manual,2,4.42
Ford Figo,2018,7.31,185581,Petrol,Individual,Manual,3,5.07
Kia Seltos,2013,2.59,59299,Petrol,Individual,Manual,2,0.8
Kia Seltos,2015,4.2,63936,Petrol,Individual,Manual,0,2.04
Maruti Swift,2019,12.79,171401,CNG,Individual,Automatic,3,9.33
Honda City,2015,8.46,95797,Diesel,Dealer,Automatic,3,2.63
Mahindra XUV500,2017,6.97,13458,CNG,Dealer,Automatic,2,1.93
Honda City,2016,7.82,87663,Diesel,Individual,Manual,1,4.01
Mahindra XUV500,2016,12.39,113892,Petrol,Individual,Automatic,1,4.95
Kia Seltos,2009,9.12,37373,Petrol,Individual,Manual,1,4.49
Hyundai Verna,2014,5.63,46711,CNG,Individual,Automatic,2,2.96
Hyundai Verna,2013,8.09,100204,CNG,Dealer,Automatic,3,2.36
Mahindra XUV500,2020,15.74,80047,Diesel,Dealer,Manual,3,6.55
Hyundai Verna,2015,15.85,177016,Petrol,Dealer,Automatic,3,10.23
Maruti Alto,2011,13.64,167234,Petrol,Dealer,Manual,3,7.22
Hyundai Verna,2012,5.41,168969,Diesel,Dealer,Automatic,0,2.58
Toyota Corolla,2022,11.45,55602,Petrol,Individual,Automatic,1,4.36
Kia Seltos,2015,4.82,21990,Petrol,Dealer,Automatic,3,1.57
Hyundai i20,2019,19.82,51367,Diesel,Dealer,Automatic,1,7.53
Hyundai Verna,2005,15.6,183788,CNG,Individual,Automatic,3,2.3
Maruti Swift,2013,17.96,145860,Petrol,Dealer,Automatic,3,9.59
Hyundai i20,2014,16.7,195093,Petrol,Individual,Automatic,3,6.51
Maruti Alto,2008,5.05,73812,CNG,Dealer,Manual,2,1.44
Hyundai i20,2009,18.48,131508,Petrol,Individual,Manual,2,6.96
Maruti Alto,2019,18.24,133863,Petrol,Individual,Automatic,2,11.06
Maruti Swift,2019,14.74,153958,Diesel,Dealer,Manual,1,7.68
Ford Figo,2012,17.9,152728,Diesel,Individual,Automatic,1,7.34
Hyundai Verna,2020,14.98,181495,Diesel,Dealer,Manual,1,8.76
Mahindra XUV500,2013,13.64,12341,Petrol,Individual,Manual,0,4.16
Hyundai Verna,2021,9.6,167125,Petrol,Individual,Manual,2,5.36
Hyundai i20,2020,13.85,142687,Diesel,Dealer,Automatic,3,3.76
Maruti Alto,2015,6.43,59114,Petrol,Dealer,Automatic,0,3.24
Hyundai Verna,2020,10.54,172414,Petrol,Dealer,Manual,2,6.48
Mahindra XUV500,2008,19.16,138016,Petrol,Individual,Manual,0,5.66
Kia Seltos,2012,6.78,198838,Petrol,Dealer,Manual,3,1.76
Maruti Swift,2013,12.16,28949,CNG,Dealer,Manual,1,5.0
Maruti Swift,2011,6.48,158531,CNG,Individual,Automatic,0,2.46
Toyota Corolla,2015,16.33,24150,Petrol,Individual,Manual,3,4.17
Hyundai i20,2008,11.99,61359,CNG,Individual,Automatic,0,4.05
Kia Seltos,2019,16.1,56065,CNG,Individual,Manual,2,10.3
Mahindra XUV500,2013,11.12,51276,Diesel,Individual,Automatic,2,3.42
Honda City,2012,8.47,182692,CNG,Individual,Automatic,0,4.8
Hyundai Verna,2020,2.61,138574,Diesel,Individual,Manual,1,0.78
Toyota Corolla,2014,4.15,121181,Diesel,Dealer,Manual,0,2.2
Toyota Corolla,2014,11.28,88890,CNG,Individual,Manual,2,6.76
Kia Seltos,2023,14.26,89873,Petrol,Dealer,Automatic,1,11.22
Tata Nexon,2010,8.2,140388,Diesel,Individual,Automatic,1,4.09
Kia Seltos,2014,8.99,85276,Diesel,Individual,Automatic,3,3.05
Honda City,2017,15.85,6487,Diesel,Dealer,Automatic,2,8.61
Maruti Alto,2019,15.92,10106,CNG,Dealer,Manual,2,6.45
Hyundai i20,2005,8.13,105245,Diesel,Dealer,Manual,3,2.85
Hyundai Verna,2007,6.75,90323,CNG,Individual,Automatic,0,2.54
Maruti Alto,2020,6.87,164044,CNG,Individual,Manual,0,2.02
Hyundai i20,2013,11.91,119851,Diesel,Dealer,Automatic,1,6.61
Mahindra XUV500,2015,19.6,197007,Diesel,Dealer,Manual,2,9.22
Hyundai i20,2007,10.17,90941,CNG,Individual,Automatic,0,1.91
Tata Nexon,2015,19.25,99694,Diesel,Dealer,Manual,2,8.16
Hyundai Verna,2016,8.33,182646,CNG,Individual,Automatic,0,2.43
Maruti Swift,2018,9.44,132495,Petrol,Dealer,Automatic,0,4.95
Hyundai i20,2021,17.78,90739,CNG,Individual,Automatic,2,11.01
Toyota Corolla,2023,4.11,151352,Petrol,Dealer,Manual,3,2.66
Hyundai i20,2007,15.92,117970,Diesel,Individual,Automatic,1,5.38
Maruti Swift,2010,13.84,94079,Diesel,Individual,Manual,3,5.18
Kia Seltos,2017,2.83,64042,Diesel,Individual,Manual,2,1.82
Honda City,2015,11.82,176340,CNG,Dealer,Automatic,1,3.57
Maruti Alto,2011,7.9,31449,Petrol,Dealer,Manual,2,4.21
Ford Figo,2015,18.75,177534,Petrol,Dealer,Automatic,1,7.59
Hyundai Verna,2012,18.89,61947,Diesel,Dealer,Manual,3,4.52
Toyota Corolla,2005,10.27,198963,Petrol,Individual,Manual,3,2.49
Toyota Corolla,2011,15.99,159721,Petrol,Dealer,Manual,0,3.88
Hyundai i20,2008,18.96,199154,CNG,Individual,Automatic,3,4.09
Hyundai Verna,2021,8.8,71921,CNG,Dealer,Automatic,0,2.44
Ford Figo,2017,19.33,31231,Diesel,Individual,Automatic,0,8.56
Ford Figo,2012,19.99,27138,CNG,Individual,Automatic,0,11.14
Tata Nexon,2015,3.29,70273,Petrol,Dealer,Manual,1,0.92
Hyundai Verna,2006,3.57,60004,CNG,Individual,Automatic,3,1.3
